_id,id,PID,activity,comments,start_period,end_period,mon,tue,wed,thur,fri,sat,sun,visible
66166ecf96fb1df60617a090,392,6350,Performing code reviews,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,05-06-2025,15-12-2026,10,8,5,6,10,11,7,TRUE
66166ecf96fb1df60617a091,63,7728,Testing a website,,10-06-2025,26-12-2026,8,10,11,5,8,10,6,TRUE
66166ecf96fb1df60617a092,260,7012,Performing code reviews,,12-06-2025,27-12-2026,6,7,11,7,5,11,6,FALSE
66166ecf96fb1df60617a093,7,7199,Analyzing data,,13-06-2025,28-12-2026,5,7,8,4,11,6,7,FALSE
66166ecf96fb1df60617a094,104,4560,Implementing a cybersecurity solution,lacinia aenean sit amet justo morbi ut odio cras,17-06-2025,29-12-2026,10,10,4,3,12,12,5,FALSE
66166ecf96fb1df60617a095,267,1902,Analyzing data,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,23-06-2025,29-12-2026,10,4,7,3,9,11,8,TRUE
66166ecf96fb1df60617a096,468,2940,Analyzing data,,24-06-2025,31-12-2026,5,9,10,4,11,12,8,FALSE
66166ecf96fb1df60617a097,43,7516,Integrating third-party APIs,id lobortis convallis tortor risus dapibus augue vel accumsan,26-06-2025,01-01-2027,4,8,12,12,6,4,3,FALSE
66166ecf96fb1df60617a098,305,4370,Troubleshooting network connectivity issues,,26-06-2025,15-01-2027,9,9,8,11,9,11,9,TRUE
66166ecf96fb1df60617a099,390,1430,Documenting software requirements,sagittis dui vel nisl duis ac nibh fusce,27-06-2025,16-01-2027,12,7,5,11,10,7,9,TRUE
66166ed096fb1df60617a09a,341,6480,Creating a mobile app prototype,,28-06-2025,18-01-2027,6,4,5,3,7,4,8,TRUE
66166ed096fb1df60617a09b,186,2340,Documenting software requirements,ac nibh fusce lacus purus aliquet at feugiat non,28-06-2025,19-01-2027,11,7,5,4,4,12,10,FALSE
66166ed096fb1df60617a09c,345,5190,Creating a mobile app prototype,,29-06-2025,28-01-2027,9,4,11,10,11,9,4,TRUE
66166ed096fb1df60617a09d,210,2301,Migrating data to a new server,,01-07-2025,28-01-2027,5,6,12,9,11,8,4,FALSE
66166ed096fb1df60617a09e,24,4601,Testing a website,odio cras mi pede malesuada in imperdiet et commodo,06-07-2025,03-02-2027,4,6,3,4,11,3,5,FALSE
66166ed096fb1df60617a09f,133,5980,Implementing a cybersecurity solution,ut suscipit a feugiat et eros vestibulum ac est lacinia,12-07-2025,05-02-2027,9,9,11,5,5,4,11,TRUE
66166ed096fb1df60617a0a0,76,7172,Configuring virtual machines,,12-07-2025,10-02-2027,4,8,7,12,9,5,6,FALSE
66166ed096fb1df60617a0a1,437,7371,Conducting a network security audit,,14-07-2025,11-02-2027,8,3,5,8,10,11,3,FALSE
66166ed096fb1df60617a0a2,38,6081,Training employees on a new software system,,17-07-2025,11-02-2027,5,5,7,10,12,8,11,FALSE
66166ed096fb1df60617a0a3,231,7093,Testing a website,,20-07-2025,12-02-2027,9,9,12,8,11,8,7,TRUE
66166ed096fb1df60617a0a4,294,1902,Training employees on a new software system,,21-07-2025,12-02-2027,9,11,12,3,7,7,8,TRUE
66166ed096fb1df60617a0a5,16,1890,Performing code reviews,,22-07-2025,14-02-2027,12,9,10,5,5,8,8,FALSE
66166ed096fb1df60617a0a6,60,2590,Documenting software requirements,ante vel ipsum praesent blandit lacinia erat,24-07-2025,21-02-2027,5,9,3,8,8,7,6,FALSE
66166ed096fb1df60617a0a7,136,4150,Creating a mobile app prototype,,25-07-2025,22-02-2027,7,7,3,8,10,12,11,TRUE
66166ed096fb1df60617a0a8,295,1402,Creating a mobile app prototype,eu sapien cursus vestibulum proin,27-07-2025,25-02-2027,4,11,7,8,5,5,10,FALSE
66166ed096fb1df60617a0a9,84,4170,Designing a user interface,,27-07-2025,25-02-2027,3,8,3,4,5,11,7,TRUE
66166ed096fb1df60617a0aa,78,4301,Troubleshooting network connectivity issues,,30-07-2025,26-02-2027,4,6,4,7,9,7,5,TRUE
66166ed096fb1df60617a0ab,284,7847,Conducting a network security audit,libero ut massa volutpat convallis morbi odio odio,06-08-2025,27-02-2027,11,8,9,7,6,3,8,FALSE
66166ed096fb1df60617a0ac,178,6021,Analyzing data,,07-08-2025,02-03-2027,7,12,5,12,11,12,5,TRUE
66166ed096fb1df60617a0ad,218,5081,Documenting software requirements,,13-08-2025,04-03-2027,10,11,7,12,4,5,10,FALSE
66166ed096fb1df60617a0ae,388,4560,Analyzing data,,15-08-2025,04-03-2027,9,12,11,11,6,8,7,FALSE
66166ed096fb1df60617a0af,468,1560,Implementing a cybersecurity solution,cursus urna ut tellus nulla ut,21-08-2025,10-03-2027,8,11,3,9,4,8,6,FALSE
66166ed096fb1df60617a0b0,464,1670,Training employees on a new software system,nulla tempus vivamus in felis eu sapien cursus vestibulum proin,23-08-2025,12-03-2027,4,9,7,10,7,10,6,FALSE
66166ed096fb1df60617a0b1,195,2830,Configuring virtual machines,,23-08-2025,14-03-2027,11,11,11,3,5,5,6,FALSE
66166ed096fb1df60617a0b2,486,2470,Analyzing data,,29-08-2025,15-03-2027,11,11,11,8,11,5,6,TRUE
66166ed096fb1df60617a0b3,100,4520,Integrating third-party APIs,,31-08-2025,16-03-2027,6,10,8,12,7,3,10,FALSE
66166ed096fb1df60617a0b4,330,2950,Troubleshooting network connectivity issues,,03-09-2025,17-03-2027,4,9,6,6,7,7,11,TRUE
66166ed096fb1df60617a0b5,197,4710,technical support,gravida nisi at nibh in hac,03-09-2025,18-03-2027,12,7,12,7,6,3,10,FALSE
66166ed096fb1df60617a0b6,442,5430,Collaborating with cross-functional teams,,05-09-2025,18-03-2027,8,4,12,6,6,5,12,FALSE
66166ed096fb1df60617a0b7,20,4601,Deploying a cloud-based solution,convallis morbi odio odio elementum,11-09-2025,21-03-2027,9,3,9,3,6,7,12,TRUE
66166ed096fb1df60617a0b8,277,2940,Testing a website,,13-09-2025,22-03-2027,11,9,4,8,9,5,12,TRUE
66166ed196fb1df60617a0b9,70,3950,Migrating data to a new server,,14-09-2025,26-03-2027,7,5,10,5,5,3,9,TRUE
66166ed196fb1df60617a0ba,443,1890,Designing a user interface,,20-09-2025,30-03-2027,5,4,12,3,9,4,9,FALSE
66166ed196fb1df60617a0bb,500,1640,Testing a website,,23-09-2025,02-04-2027,8,7,5,8,11,5,8,TRUE
66166ed196fb1df60617a0bc,450,2960,Configuring virtual machines,ultrices posuere cubilia curae nulla dapibus dolor vel est,28-09-2025,02-04-2027,7,7,10,11,3,8,3,FALSE
66166ed196fb1df60617a0bd,254,2430,Testing a website,sit amet consectetuer adipiscing elit proin risus praesent lectus,03-10-2025,05-04-2027,7,9,7,3,3,4,4,FALSE
66166ed196fb1df60617a0be,425,4230,Implementing a cybersecurity solution,nunc vestibulum ante ipsum primis in faucibus orci luctus et,07-10-2025,06-04-2027,11,11,4,10,5,5,7,TRUE
66166ed196fb1df60617a0bf,451,6401,Analyzing data,viverra diam vitae quam suspendisse,09-10-2025,11-04-2027,3,3,5,3,5,9,6,TRUE
66166ed196fb1df60617a0c0,441,7741,Developing a new software,,09-10-2025,13-04-2027,3,12,8,3,7,6,12,FALSE
66166ed196fb1df60617a0c1,132,6920,technical support,,09-10-2025,13-04-2027,3,12,11,10,7,6,4,FALSE
66166ed196fb1df60617a0c2,139,4520,Migrating data to a new server,,12-10-2025,14-04-2027,6,7,3,7,12,10,10,FALSE
66166ed196fb1df60617a0c3,252,1960,Conducting a network security audit,,12-10-2025,17-04-2027,3,11,5,12,11,6,7,FALSE
66166ed196fb1df60617a0c4,42,2570,Automating repetitive tasks,,19-10-2025,19-04-2027,10,9,9,8,4,9,10,TRUE
66166ed196fb1df60617a0c5,56,1930,Performing code reviews,,20-10-2025,21-04-2027,8,6,10,12,4,7,3,TRUE
66166ed196fb1df60617a0c6,248,6920,Migrating data to a new server,,24-10-2025,22-04-2027,10,8,10,7,12,4,5,TRUE
66166ed196fb1df60617a0c7,122,2670,Conducting a network security audit,ipsum integer a nibh in quis justo maecenas rhoncus,30-10-2025,22-04-2027,3,4,9,7,4,11,8,FALSE
66166ed196fb1df60617a0c8,174,1680,Deploying a cloud-based solution,,30-10-2025,28-04-2027,3,9,11,9,9,9,11,FALSE
66166ed196fb1df60617a0c9,477,6430,Setting up a project management tool,,31-10-2025,30-04-2027,8,8,3,7,9,10,3,FALSE
66166ed196fb1df60617a0ca,479,4820,Training employees on a new software system,quis turpis sed ante vivamus,05-11-2025,05-05-2027,7,3,9,6,9,3,7,FALSE
66166ed196fb1df60617a0cb,199,3960,technical support,,06-11-2025,09-05-2027,3,6,4,7,12,7,6,TRUE
66166ed196fb1df60617a0cc,165,2401,Optimizing database performance,,08-11-2025,14-05-2027,5,9,6,12,10,3,10,FALSE
66166ed196fb1df60617a0cd,287,4980,Performing code reviews,in sagittis dui vel nisl duis ac nibh fusce lacus,10-11-2025,15-05-2027,12,8,5,12,9,3,11,FALSE
66166ed196fb1df60617a0ce,342,2081,Designing a user interface,,12-11-2025,19-05-2027,3,6,11,12,4,10,12,TRUE
66166ed196fb1df60617a0cf,170,7384,Testing a website,mi in porttitor pede justo eu massa donec dapibus,12-11-2025,22-05-2027,11,10,9,4,6,5,10,TRUE
66166ed196fb1df60617a0d0,430,4120,Collaborating with cross-functional teams,,13-11-2025,24-05-2027,10,12,12,4,3,6,8,TRUE
66166ed196fb1df60617a0d1,343,5390,Developing a new software,,13-11-2025,26-05-2027,5,9,5,6,5,12,12,TRUE
66166ed196fb1df60617a0d2,293,5021,Documenting software requirements,turpis donec posuere metus vitae ipsum aliquam,14-11-2025,26-05-2027,11,3,5,8,4,11,7,TRUE
66166ed196fb1df60617a0d3,150,6840,Developing a new software,,20-11-2025,28-05-2027,5,12,11,9,6,10,12,FALSE
66166ed196fb1df60617a0d4,191,1860,Developing a new software,,20-11-2025,30-05-2027,11,4,12,5,4,8,6,TRUE
66166ed196fb1df60617a0d5,407,7834,Deploying a cloud-based solution,,21-11-2025,31-05-2027,12,8,4,7,3,8,7,TRUE
66166ed196fb1df60617a0d6,258,6870,Setting up a project management tool,,22-11-2025,05-06-2027,8,10,6,11,4,8,4,TRUE
66166ed296fb1df60617a0d7,457,5980,Optimizing database performance,platea dictumst aliquam augue quam sollicitudin vitae,27-11-2025,06-06-2027,11,4,10,6,4,7,9,FALSE
66166ed296fb1df60617a0d8,100,4910,Developing a new software,massa tempor convallis nulla neque libero convallis,27-11-2025,07-06-2027,5,7,5,10,7,3,5,FALSE
66166ed296fb1df60617a0d9,486,7371,Testing a website,,01-12-2025,11-06-2027,7,7,11,4,6,7,3,FALSE
66166ed296fb1df60617a0da,206,2610,Implementing a cybersecurity solution,massa tempor convallis nulla neque libero convallis eget,01-12-2025,13-06-2027,6,4,6,11,12,3,12,TRUE
66166ed296fb1df60617a0db,122,2150,Developing a new software,ut tellus nulla ut erat id mauris vulputate,02-12-2025,17-06-2027,9,10,9,6,10,10,11,TRUE
66166ed296fb1df60617a0dc,363,4160,Troubleshooting network connectivity issues,,04-12-2025,18-06-2027,6,12,9,9,6,6,5,FALSE
66166ed296fb1df60617a0dd,222,5180,Optimizing database performance,,05-12-2025,19-06-2027,9,12,5,12,12,5,3,TRUE
66166ed296fb1df60617a0de,213,5430,Migrating data to a new server,viverra pede ac diam cras,05-12-2025,22-06-2027,11,6,5,7,4,6,6,FALSE
66166ed296fb1df60617a0df,173,2340,Collaborating with cross-functional teams,,06-12-2025,25-06-2027,7,11,8,8,7,6,10,FALSE
66166ed296fb1df60617a0e0,141,7331,Performing code reviews,,06-12-2025,27-06-2027,4,4,6,8,5,4,6,FALSE
66166ed296fb1df60617a0e1,483,7450,Testing a website,,13-12-2025,27-06-2027,7,3,10,6,10,12,6,FALSE
66166ed296fb1df60617a0e2,184,4690,Migrating data to a new server,,14-12-2025,29-06-2027,10,9,6,5,7,5,10,TRUE
66166ed296fb1df60617a0e3,355,4310,Setting up a project management tool,,15-12-2025,01-07-2027,5,4,9,6,3,9,8,TRUE
66166ed296fb1df60617a0e4,398,5130,Performing code reviews,,18-12-2025,02-07-2027,11,4,11,6,8,6,6,TRUE
66166ed296fb1df60617a0e5,497,3940,Developing a new software,,19-12-2025,04-07-2027,3,9,4,10,9,6,3,TRUE
66166ed296fb1df60617a0e6,287,4801,Testing a website,gravida nisi at nibh in hac habitasse platea dictumst,22-12-2025,04-07-2027,7,11,11,12,10,5,8,FALSE
66166ed296fb1df60617a0e7,415,5041,Migrating data to a new server,praesent blandit lacinia erat vestibulum sed magna at nunc commodo,23-12-2025,07-07-2027,7,9,8,11,10,3,5,FALSE
66166ed296fb1df60617a0e8,289,7701,Configuring virtual machines,ultrices posuere cubilia curae mauris viverra diam,25-12-2025,12-07-2027,10,5,5,4,7,10,4,TRUE
66166ed296fb1df60617a0e9,391,1750,Analyzing data,,31-12-2025,12-07-2027,6,8,10,4,6,5,7,TRUE
66166ed296fb1df60617a0ea,488,7133,Training employees on a new software system,,03-01-2026,16-07-2027,9,3,3,3,7,8,4,TRUE
66166ed296fb1df60617a0eb,77,3980,Training employees on a new software system,,04-01-2026,16-07-2027,12,3,3,3,5,3,7,FALSE
66166ed296fb1df60617a0ec,181,2860,technical support,,08-01-2026,27-07-2027,4,12,4,8,4,9,11,TRUE
66166ed296fb1df60617a0ed,59,6901,Setting up a project management tool,,11-01-2026,27-07-2027,9,4,3,3,6,9,10,TRUE
66166ed296fb1df60617a0ee,54,6310,Designing a user interface,lorem quisque ut erat curabitur gravida nisi at nibh in,18-01-2026,29-07-2027,9,4,10,5,7,12,12,FALSE
66166ed296fb1df60617a0ef,67,5102,Documenting software requirements,in lectus pellentesque at nulla suspendisse potenti cras in purus,23-01-2026,09-08-2027,12,4,9,4,11,5,12,TRUE
66166ed296fb1df60617a0f0,259,7582,Designing a user interface,,23-01-2026,11-08-2027,6,6,7,12,8,6,6,FALSE
66166ed296fb1df60617a0f1,149,1570,Testing a website,felis eu sapien cursus vestibulum proin eu,26-01-2026,12-08-2027,8,9,3,5,9,8,10,TRUE
66166ed296fb1df60617a0f2,77,6190,Training employees on a new software system,accumsan felis ut at dolor quis,28-01-2026,15-08-2027,9,4,5,7,7,9,6,TRUE
66166ed296fb1df60617a0f3,439,4102,Documenting software requirements,,29-01-2026,16-08-2027,8,12,7,12,6,3,9,TRUE
66166ed296fb1df60617a0f4,221,5430,Optimizing database performance,,02-02-2026,19-08-2027,10,9,9,5,7,4,5,TRUE
66166ed296fb1df60617a0f5,203,1450,Setting up a project management tool,,02-02-2026,19-08-2027,3,4,7,4,8,4,12,TRUE
66166ed296fb1df60617a0f6,427,7675,Deploying a cloud-based solution,,02-02-2026,20-08-2027,3,4,11,6,11,6,5,TRUE
66166ed296fb1df60617a0f7,485,2490,Deploying a cloud-based solution,,05-02-2026,21-08-2027,10,8,4,9,10,7,9,TRUE
66166ed396fb1df60617a0f8,494,6190,Training employees on a new software system,,05-02-2026,23-08-2027,10,9,6,6,12,9,6,FALSE
66166ed396fb1df60617a0f9,342,1902,Automating repetitive tasks,pede lobortis ligula sit amet eleifend pede libero quis,15-02-2026,25-08-2027,9,10,9,8,5,12,5,FALSE
66166ed396fb1df60617a0fa,39,5370,Conducting a network security audit,,17-02-2026,26-08-2027,9,12,9,8,12,9,5,TRUE
66166ed396fb1df60617a0fb,69,7120,Setting up a project management tool,,18-02-2026,31-08-2027,7,3,5,8,12,12,11,TRUE
66166ed396fb1df60617a0fc,431,2690,Automating repetitive tasks,,21-02-2026,02-09-2027,3,12,3,5,4,9,7,FALSE
66166ed396fb1df60617a0fd,1,6120,Performing code reviews,,22-02-2026,08-09-2027,6,11,4,3,12,6,7,FALSE
66166ed396fb1df60617a0fe,121,2540,Troubleshooting network connectivity issues,,24-02-2026,13-09-2027,7,12,12,8,10,4,7,TRUE
66166ed396fb1df60617a0ff,347,6012,Testing a website,,24-02-2026,13-09-2027,7,6,10,7,7,11,7,FALSE
66166ed396fb1df60617a100,499,7754,Developing a new software,,24-02-2026,13-09-2027,3,6,12,11,8,6,12,TRUE
66166ed396fb1df60617a101,479,3940,Training employees on a new software system,sodales scelerisque mauris sit amet eros suspendisse,25-02-2026,14-09-2027,3,12,7,10,4,9,4,TRUE
66166ed396fb1df60617a102,212,1860,Integrating third-party APIs,,27-02-2026,16-09-2027,5,12,12,7,6,4,4,TRUE
66166ed396fb1df60617a103,108,2071,Integrating third-party APIs,in felis eu sapien cursus vestibulum proin eu mi,27-02-2026,18-09-2027,11,6,7,4,9,7,11,TRUE
66166ed396fb1df60617a104,252,5320,Optimizing database performance,erat eros viverra eget congue eget semper rutrum nulla,03-03-2026,19-09-2027,4,8,9,11,10,12,7,FALSE
66166ed396fb1df60617a105,163,7834,Configuring virtual machines,mus etiam vel augue vestibulum rutrum rutrum neque aenean,05-03-2026,22-09-2027,11,7,6,9,8,9,8,TRUE
66166ed396fb1df60617a106,280,2870,Designing a user interface,,10-03-2026,24-09-2027,3,5,5,12,8,8,10,FALSE
66166ed396fb1df60617a107,486,2410,Collaborating with cross-functional teams,,13-03-2026,26-09-2027,10,5,6,6,3,12,6,FALSE
66166ed396fb1df60617a108,19,4260,Performing code reviews,,17-03-2026,27-09-2027,9,6,6,4,3,12,5,FALSE
66166ed396fb1df60617a109,149,6470,Integrating third-party APIs,,18-03-2026,06-10-2027,12,12,10,11,12,10,9,TRUE
66166ed396fb1df60617a10a,401,6970,Documenting software requirements,,20-03-2026,07-10-2027,8,7,4,3,12,3,8,TRUE
66166ed396fb1df60617a10b,75,4701,Troubleshooting network connectivity issues,,20-03-2026,07-10-2027,9,3,12,12,6,5,6,TRUE
66166ed396fb1df60617a10c,55,6940,Training employees on a new software system,,24-03-2026,08-10-2027,6,11,9,10,8,7,7,TRUE
66166ed396fb1df60617a10d,320,5490,Troubleshooting network connectivity issues,,24-03-2026,08-10-2027,12,10,8,3,11,10,10,TRUE
66166ed396fb1df60617a10e,32,3901,Documenting software requirements,,24-03-2026,10-10-2027,12,10,4,6,10,7,9,TRUE
66166ed396fb1df60617a10f,36,6501,Documenting software requirements,,25-03-2026,14-10-2027,9,4,3,3,10,9,5,FALSE
66166ed396fb1df60617a110,440,2890,Migrating data to a new server,,26-03-2026,16-10-2027,8,10,10,7,11,7,7,FALSE
66166ed396fb1df60617a111,264,2910,Performing code reviews,,28-03-2026,21-10-2027,5,12,4,12,5,3,12,TRUE
66166ed396fb1df60617a112,325,6031,Setting up a project management tool,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,28-03-2026,26-10-2027,11,3,5,6,7,10,4,TRUE
66166ed396fb1df60617a113,462,6940,Testing a website,,29-03-2026,27-10-2027,7,3,11,6,6,8,10,FALSE
66166ed396fb1df60617a114,352,7715,Migrating data to a new server,tristique fusce congue diam id,29-03-2026,27-10-2027,4,10,4,7,9,4,7,TRUE
66166ed396fb1df60617a115,67,5081,Implementing a cybersecurity solution,,02-04-2026,30-10-2027,12,3,3,6,3,5,4,FALSE
66166ed396fb1df60617a116,368,4801,Configuring virtual machines,,03-04-2026,31-10-2027,5,12,12,5,5,10,8,FALSE
66166ed396fb1df60617a117,107,4350,Migrating data to a new server,,03-04-2026,02-11-2027,12,11,12,12,10,9,6,TRUE
66166ed396fb1df60617a118,434,2950,Creating a mobile app prototype,,08-04-2026,13-11-2027,8,9,8,5,3,4,4,FALSE
66166ed396fb1df60617a119,147,5970,Designing a user interface,,09-04-2026,15-11-2027,4,5,10,7,12,7,3,FALSE
66166ed496fb1df60617a11a,21,4670,Implementing a cybersecurity solution,,09-04-2026,16-11-2027,5,11,5,10,4,11,8,FALSE
66166ed496fb1df60617a11b,245,4590,Designing a user interface,,13-04-2026,17-11-2027,5,10,6,9,5,7,6,TRUE
66166ed496fb1df60617a11c,486,4290,Designing a user interface,,14-04-2026,21-11-2027,11,9,7,12,9,4,6,FALSE
66166ed496fb1df60617a11d,217,7239,Designing a user interface,eget massa tempor convallis nulla neque,15-04-2026,21-11-2027,6,5,5,7,12,6,3,FALSE
66166ed496fb1df60617a11e,269,5460,Documenting software requirements,accumsan tellus nisi eu orci mauris lacinia,17-04-2026,26-11-2027,4,7,10,4,4,12,10,FALSE
66166ed496fb1df60617a11f,405,5410,Integrating third-party APIs,,17-04-2026,30-11-2027,12,7,12,4,8,3,9,TRUE
66166ed496fb1df60617a120,435,4620,Performing code reviews,,22-04-2026,02-12-2027,10,8,10,10,7,4,7,FALSE
66166ed496fb1df60617a121,106,4830,Troubleshooting network connectivity issues,,23-04-2026,04-12-2027,12,3,12,8,6,12,6,FALSE
66166ed496fb1df60617a122,353,1690,Optimizing database performance,lobortis sapien sapien non mi integer ac neque duis,26-04-2026,11-12-2027,8,4,11,7,9,3,9,TRUE
66166ed496fb1df60617a123,336,2830,Collaborating with cross-functional teams,in imperdiet et commodo vulputate,26-04-2026,12-12-2027,11,7,7,4,6,11,7,TRUE
66166ed496fb1df60617a124,349,5470,Designing a user interface,,26-04-2026,13-12-2027,10,9,3,3,7,10,11,FALSE
66166ed496fb1df60617a125,40,3940,Conducting a network security audit,,26-04-2026,14-12-2027,7,5,11,3,8,12,4,TRUE
66166ed496fb1df60617a126,442,7477,Conducting a network security audit,erat id mauris vulputate elementum,28-04-2026,19-12-2027,9,8,11,9,8,10,11,TRUE
66166ed496fb1df60617a127,296,1430,Analyzing data,,01-05-2026,20-12-2027,9,5,5,10,12,6,6,TRUE
66166ed496fb1df60617a128,21,1980,Analyzing data,,02-05-2026,23-12-2027,5,11,5,12,9,3,9,FALSE
66166ed496fb1df60617a129,251,4390,Collaborating with cross-functional teams,varius ut blandit non interdum in ante vestibulum ante,03-05-2026,07-01-2028,4,5,10,5,3,12,9,TRUE
66166ed496fb1df60617a12a,185,6120,technical support,,05-05-2026,08-01-2028,8,5,5,11,7,6,9,FALSE
66166ed496fb1df60617a12b,218,1702,Migrating data to a new server,,07-05-2026,08-01-2028,7,11,12,5,6,3,3,TRUE
66166ed496fb1df60617a12c,418,2061,Integrating third-party APIs,,09-05-2026,09-01-2028,12,8,7,6,3,10,8,FALSE
66166ed496fb1df60617a12d,176,6920,technical support,ligula suspendisse ornare consequat lectus,12-05-2026,17-01-2028,9,10,3,4,11,11,4,FALSE
66166ed496fb1df60617a12e,327,3970,Testing a website,lobortis sapien sapien non mi,14-05-2026,17-01-2028,9,4,4,5,11,3,6,FALSE
66166ed496fb1df60617a12f,215,2380,Configuring virtual machines,nunc commodo placerat praesent blandit,19-05-2026,22-01-2028,3,8,4,10,11,5,9,FALSE
66166ed496fb1df60617a130,439,7715,Setting up a project management tool,nunc viverra dapibus nulla suscipit ligula in lacus,22-05-2026,28-01-2028,6,6,10,4,11,6,12,FALSE
66166ed496fb1df60617a131,424,1640,Creating a mobile app prototype,,24-05-2026,29-01-2028,4,11,5,5,8,6,8,TRUE
66166ed496fb1df60617a132,308,4780,Implementing a cybersecurity solution,nullam molestie nibh in lectus pellentesque,27-05-2026,30-01-2028,6,12,3,9,11,7,9,TRUE
66166ed496fb1df60617a133,366,1470,Developing a new software,,28-05-2026,02-02-2028,8,3,5,11,10,3,4,TRUE
66166ed596fb1df60617a134,405,7847,Conducting a network security audit,,28-05-2026,03-02-2028,8,11,8,4,5,8,6,FALSE
66166ed596fb1df60617a135,152,6420,Deploying a cloud-based solution,,28-05-2026,03-02-2028,11,4,5,12,7,4,5,FALSE
66166ed596fb1df60617a136,270,4230,Developing a new software,,30-05-2026,09-02-2028,9,3,6,6,6,10,4,FALSE
66166ed596fb1df60617a137,236,2390,Implementing a cybersecurity solution,,31-05-2026,10-02-2028,7,5,4,3,6,5,5,TRUE
66166ed596fb1df60617a138,323,6930,Testing a website,ut blandit non interdum in ante,03-06-2026,11-02-2028,11,5,4,6,8,6,6,FALSE
66166ed596fb1df60617a139,185,4061,Testing a website,,08-06-2026,14-02-2028,3,10,4,11,11,7,12,FALSE
66166ed596fb1df60617a13a,361,3950,Collaborating with cross-functional teams,,09-06-2026,15-02-2028,9,11,12,5,10,4,5,FALSE
